,Motion/Topic,MP Response
143,MALARIA VACCINES,Madam Speaker World Health Organisation WHO recommended wide spread use vaccine This results hon Minister referred Ghana Kenya Malawi This vaccine reached children since 2019 Dr Tedros Adhanom Ghebreyesus WHO director described historic moment He said long awaited malaria vaccine children breakthrough science
144,MALARIA VACCINES,Madam Speaker Zambia Immunization Technical Advisory Group ZITAG timeframe attached studies It prolong process every minute child Kanchibiya matters However even area Lusaka considered malaria free still malaria
145,MALARIA VACCINES,Ms Mwamba Madam Speaker I sympathise hon Member Parliament Kanchibiya I also come area I understand talking However I said need serious research currently 2024 According advice technocrats ministry vaccine controlled Before administered many things taken consideration I think I end question However composition ZITAG group researchers comprising various stakeholders academicians professional bodies medical researchers When ready inform ministry rollout begin
146,MALARIA VACCINES,I thank Madam Speaker
147,MALARIA VACCINES,Mr Fube Chilubi Madam Speaker I want indicate I also interested party I come area I presume hon Minister talking malaria vaccine going name mosquirix Given I want know We failure rates What believed childhood vaccines supposed prevent disease We different experience Coronavirus ) many others This vaccine hon Minister referring April 2022 administered one million children Given fact talked efficacy people Chilubi want safe Could hon Minister indicate whether efficacy go like failure rate witnessed vaccine
148,MALARIA VACCINES,Ms Mwamba Madam Speaker I thank hon Member Parliament Chilubi question I want remind mislead public Coronavirus ) vaccine failed It failed We recorded evidence As far ministry concerned vaccine successful
149,MALARIA VACCINES,Madam malaria vaccine also proving successful countries rolled As I said rolled Ghana Kenya Malawi countries recording success stories
150,MALARIA VACCINES,I thank Madam Speaker
151,MALARIA VACCINES,Ms Sabao Chikankata Madam Speaker caring Government New Dawn Government considering using aerial spray long term measure eradicating malaria country
152,MALARIA VACCINES,Ms Mwamba Madam Speaker vaccine doctors agree preventive measure It mean vaccinated Corona Virus 2019 get virus You get effects mild I presume though I medical expert even malaria vaccine immunised malaria might get mildly
153,MALARIA VACCINES,Ms Mwamba Madam Speaker hon Member Parliament Chikankata asked whether consider residue spraying That also control measure mosquitoes Residue spraying continues The vaccine talking immunisation control malaria especially children
154,MALARIA VACCINES,I thank Madam
155,MALARIA VACCINES,Mr Chanda Madam Speaker permission going bring loaded questions I think essence Parliament opposed petty politics sometimes find
156,MALARIA VACCINES,Madam Speaker I commend hon Minister responses say Executive reality malaria disease burden high rural areas It important Executive attach lot seriousness Zambia Immunisation Technical Advisory Group ZITAG slow rate Executive provides solutions especially children rural areas
157,MALARIA VACCINES,I thank Madam Speaker
158,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Mr Syakalima Madam Speaker I wish inform House yes Government aware gully developed near Kazungula Boarding School Kazungula District
159,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Madam Speaker Government plans undertake comprehensive works prevent gully expanding weakening school infrastructure The House may wish note following measures undertaken protect school gully
160,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Madam Speaker measures aimed slowing velocity water reduce erosion soils would deepen gully However resolved problem completely
161,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Mr Andeleki Madam Speaker expect action Government stop erosion taking place threatening boarding secondary school Katombola Constituency
162,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Mr Syakalima Madam Speaker I think next week sending team I actually last year saw gully actually threatening school I think soils built school good I asked engineers whether really soil testing The area forest I think cutting lot trees gully expanding So hope quickly move school threatened With every rainy season gully actually becomes bigger
163,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,I thank Madam Speaker
164,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Mr Chisopa Mkushi South Madam Speaker hon Minister indicated estimated cost K30 million Looking ministry budget money budgeted If work problem month seeing hon Minister said next week team going going get K30 million
165,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Mr Syakalima Madam Speaker question What estimated cost preventing expansion gully Depending veracity problem know always supplementary monies So even see particular budgetary line always get supplementary budget So things happen
166,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,I thank Madam Speaker
167,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Mr Sing ombe Dundumwezi Madam Speaker hon Minister considering bringing engineers book surely colossal sums money spent constructing school Here complaining gully end probably collapsing entire school What hon Minister ensure constructed school brought book
168,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Mr Syakalima Madam Speaker I quite sure whether I bring book I think bad job done contractor 2017 I think engineering part even I engineer I went I saw I complained contractor took bad job That school going collapse gully almost surrounding entire school So cost way previously money Government could abused like
169,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,I thank Madam Speaker
170,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,The Minister Water Development Sanitation Mr Mposha Madam Speaker Government plans rehabilitate dams Mkaika Parliamentary Constituency namely Chisale Nthambo Walira Mzime
171,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Madam Speaker rehabilitation four dams Mkaika Parliamentary Constituency undertaken completion countrywide feasibility studies scheduled 2023 ascertain status use location purposes planning
172,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,I thank Madam Speaker
173,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Mr Lubozha Chifubu Madam Speaker estimated cost rehabilitation dams Mkaika Constituency
174,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Mr Mposha Madam Speaker indicated plans implemented feasibility studies conducted The cost established feasibility studies undertaken
175,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,I thank Madam Speaker
176,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Mr Mposha Madam Speaker like I indicate response feasibility studies scheduled done within year 2023
177,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,I thank Madam Speaker
178,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Mr Daka Chadiza Madam Speaker also need dams Chadiza What type capacity dams intend construct Mkaika
179,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,Mr Mposha Madam Speaker question I responding specific effect discussing rehabilitation dams I specifically mentioned dams question So definitely question hon Member Parliament Chadiza asking I got correct terms type dams construction taking ones going construct ones intending rehabilitate
180,GULLY NEAR THE KAZUNGULA BOARDING SCHOOL IN KAZUNGULA DISTRICT,I thank Madam Speaker
181,PROPOSED RESTRUCTURING OF ZESCO LIMITED,The Minister Green Economy Environment Eng Nzovu behalf Minister Energy Mr Kapala Madam Speaker proposed restructuring Zesco Limited lead job losses power utility company The restructuring Zesco Limited improve operations autonomy efficiency ensure company financial sustainability achieved The restructuring lead improvement company financial performance efficiency resulting company becoming profitable delivering electricity internationally competitive prices efficiencies well quality
182,PROPOSED RESTRUCTURING OF ZESCO LIMITED,Madam Speaker New Dawn Government ensure good conditions created ensure job losses considering Zesco Limited highly technical company requires professional staff company run effectively efficiently profitably Further Government also ensure company diversifies power production availability adequate supply electricity various sources energy reliable lowest economic financial social environmental costs consistent national goals
183,PROPOSED RESTRUCTURING OF ZESCO LIMITED,I thank Madam Speaker
184,PROPOSED RESTRUCTURING OF ZESCO LIMITED,Mr Mpundu Nkana Madam Speaker talks less segmenting Zesco Limited distribution generation facets company Are talking comes restructuring What similarities differences
185,PROPOSED RESTRUCTURING OF ZESCO LIMITED,Eng Nzovu Madam Speaker issue unbundling Zesco Limited table long time generation transmission distribution Basically talking unbundling improving efficiencies Zesco Limited
186,PROPOSED RESTRUCTURING OF ZESCO LIMITED,Madam Speaker hon Member may recall past Zesco Limited loaded lot costs At moment Zambia debt largely due fact Zesco Limited The debt basically attributed construction projects Zesco Limited However also various costs laden Zesco Limited result company became highly indebted facets
